n_cubes,overlap,clusterer,n_nodes,n_edges,n_components,n_cycles,overlap_ratio,mean_node_size,size_cv,graph_density,lcc_fraction,node_cohesion,cat_separation,size_penalty,composite_score,penalised_score
40,0.65,AdaptiveAgglom,4900,21972,313,17385,0.8719,2.26,1.6005,0.0018,0.1008,0.0517,0.4465,0.0,0.4595,0.0
40,0.65,HDBSCAN,1080,5892,25,4837,0.8391,7.67,0.9374,0.0101,0.4222,0.0089,0.1431,0.0,0.4303,0.0
40,0.65,AdaptiveDBSCAN,712,3523,25,2836,0.83,9.18,0.6326,0.0139,0.2135,0.0372,0.1136,0.0,0.3482,0.0
40,0.6,AdaptiveAgglom,3560,12872,300,9612,0.8325,2.38,1.5737,0.002,0.125,0.0254,0.4243,0.0,0.4326,0.0
40,0.6,HDBSCAN,867,3978,29,3140,0.7952,7.43,0.8904,0.0106,0.2826,0.0051,0.1415,0.0,0.3596,0.0
40,0.6,AdaptiveDBSCAN,576,2425,26,1875,0.7858,9.1,0.6304,0.0146,0.1962,0.0173,0.112,0.0001,0.3178,0.0
40,0.55,AdaptiveAgglom,2674,7490,268,5084,0.7885,2.51,1.486,0.0021,0.1043,0.0259,0.4054,0.0,0.408,0.0
40,0.55,HDBSCAN,710,2518,33,1841,0.7463,7.35,0.8092,0.01,0.1648,-0.0067,0.1494,0.0,0.2954,0.0
11,0.75,HDBSCAN,1327,9580,57,8310,0.8928,8.45,2.3818,0.0109,0.3919,-0.0164,0.1365,0.0,0.4051,0.0
40,0.5,AdaptiveAgglom,2110,4094,256,2240,0.7406,2.59,1.4027,0.0018,0.1081,0.0498,0.3914,0.0,0.4133,0.0
40,0.5,HDBSCAN,608,1389,38,819,0.696,7.13,0.7781,0.0075,0.1382,-0.0178,0.1537,0.0,0.269,0.0
11,0.75,AdaptiveDBSCAN,734,4686,51,4003,0.8933,10.02,1.1862,0.0174,0.0995,0.0964,0.1065,0.0,0.3518,0.0
5,0.75,HDBSCAN,838,4046,59,3267,0.8551,9.39,2.8859,0.0115,0.3186,0.0271,0.1233,0.0,0.3937,0.0
11,0.7,AdaptiveAgglom,6653,30193,603,24143,0.8823,1.81,2.2687,0.0014,0.0322,0.0934,0.5617,0.0,0.5127,0.0
5,0.7,AdaptiveAgglom,5657,19455,730,14528,0.854,1.72,2.4199,0.0012,0.0152,0.1191,0.5922,0.0,0.5306,0.0
5,0.7,HDBSCAN,726,2730,74,2078,0.8303,8.93,2.537,0.0104,0.1983,0.043,0.1279,0.0,0.3519,0.0
11,0.7,HDBSCAN,945,4971,65,4091,0.8606,8.68,2.1777,0.0111,0.1683,0.0003,0.1335,0.0,0.3147,0.0
5,0.65,AdaptiveAgglom,4440,11599,735,7894,0.8134,1.71,2.4042,0.0012,0.0198,0.1096,0.5929,0.0,0.5175,0.0
5,0.65,HDBSCAN,629,1656,100,1127,0.793,7.76,1.7791,0.0084,0.0779,0.082,0.146,0.0,0.3311,0.0
5,0.6,AdaptiveAgglom,3295,6341,741,3787,0.7458,1.69,2.4836,0.0012,0.0109,0.0938,0.5985,0.0,0.4922,0.0
40,0.85,AdaptiveAgglom,28334,634007,431,606104,0.9742,1.94,2.0507,0.0016,0.1269,0.049,0.5219,0.0,0.6537,0.0
40,0.85,HDBSCAN,4372,119358,24,115010,0.9663,8.99,1.5468,0.0125,0.4149,-0.0388,0.1231,0.0,0.4293,0.0
40,0.85,AdaptiveDBSCAN,2604,62433,30,59859,0.9639,10.59,0.8966,0.0184,0.2139,0.0663,0.0963,0.0,0.3983,0.0
40,0.8,AdaptiveAgglom,15766,204441,326,189001,0.956,2.05,1.8574,0.0016,0.2128,0.0251,0.4952,0.0,0.5612,0.0
40,0.8,HDBSCAN,2639,40733,22,38116,0.9429,8.88,1.3342,0.0117,0.4464,-0.0237,0.1238,0.0,0.4327,0.0
40,0.8,AdaptiveDBSCAN,1722,23722,21,22021,0.9366,10.0,0.7865,0.016,0.3624,0.037,0.1048,0.0,0.4299,0.0
40,0.75,AdaptiveAgglom,9950,84566,328,74944,0.9328,2.12,1.7478,0.0017,0.1286,0.0547,0.4785,0.0,0.5102,0.0
40,0.75,HDBSCAN,1805,18510,25,16730,0.9168,8.78,1.1653,0.0114,0.3856,-0.0034,0.1295,0.0,0.4152,0.0
5,0.15,AdaptiveAgglom,1072,423,732,83,0.2782,1.83,2.1953,0.0007,0.014,0.1287,0.5553,0.0,0.4247,0.0
50,0.8,HDBSCAN,2844,46529,21,43706,0.9449,8.65,1.1822,0.0115,0.4142,-0.027,0.1282,0.0,0.4199,0.0
50,0.8,AdaptiveDBSCAN,1880,27508,18,25646,0.9388,9.82,0.7125,0.0156,0.4021,0.0211,0.1059,0.0,0.4365,0.0
50,0.75,AdaptiveAgglom,9613,85190,247,75824,0.934,2.24,1.6784,0.0018,0.2718,0.0192,0.4537,0.0,0.5348,0.0
50,0.75,HDBSCAN,1963,21547,16,19600,0.9171,8.32,0.9932,0.0112,0.4274,-0.0437,0.1341,0.0,0.4053,0.0
50,0.75,AdaptiveDBSCAN,1334,13074,19,11759,0.9071,9.47,0.6732,0.0147,0.3921,0.0209,0.112,0.0,0.4262,0.0
50,0.7,AdaptiveAgglom,6438,42193,225,35980,0.9052,2.33,1.5683,0.002,0.2001,0.0255,0.4382,0.0,0.4885,0.0
50,0.7,HDBSCAN,1537,12569,25,11057,0.8825,7.42,0.8878,0.0106,0.2908,-0.0081,0.1524,0.0,0.3737,0.0
50,0.7,AdaptiveDBSCAN,1033,7831,23,6821,0.8684,8.88,0.6334,0.0147,0.2788,0.0315,0.1212,0.0,0.3822,0.0
50,0.65,AdaptiveAgglom,4624,21693,238,17307,0.8744,2.44,1.512,0.002,0.1791,-0.0206,0.4153,0.0,0.4259,0.0
50,0.65,HDBSCAN,1185,6793,18,5626,0.845,7.35,0.827,0.0097,0.2996,-0.0264,0.1475,0.0,0.3543,0.0
50,0.65,AdaptiveDBSCAN,826,4270,29,3473,0.8341,8.71,0.6105,0.0125,0.155,-0.015,0.1179,0.0,0.2866,0.0
50,0.6,AdaptiveAgglom,3348,13039,216,9907,0.8365,2.59,1.4115,0.0023,0.1266,0.0231,0.3901,0.0,0.418,0.0
5,0.3,AdaptiveAgglom,1434,1034,725,325,0.4547,1.81,2.2642,0.001,0.023,0.1234,0.5622,0.0,0.4563,0.0
5,0.25,AdaptiveAgglom,1318,812,724,218,0.4068,1.81,2.2565,0.0009,0.0212,0.135,0.5625,0.0,0.4565,0.0
11,0.65,AdaptiveAgglom,5043,16923,592,12472,0.8473,1.84,2.2588,0.0013,0.0424,0.0916,0.5496,0.0,0.5022,0.0
50,0.8,AdaptiveAgglom,15615,212353,291,197029,0.9573,2.13,1.7634,0.0017,0.2447,0.0185,0.4771,0.0,0.5644,0.0
5,0.5,AdaptiveAgglom,2154,2403,744,993,0.6257,1.76,2.3465,0.001,0.0139,0.1224,0.5758,0.0,0.4853,0.0
5,0.45,AdaptiveAgglom,1919,1940,736,757,0.5837,1.78,2.3751,0.0011,0.0266,0.1105,0.5717,0.0,0.4732,0.0
5,0.4,AdaptiveAgglom,1741,1570,740,569,0.542,1.78,2.3067,0.001,0.0167,0.1348,0.5741,0.0,0.4814,0.0
5,0.35,AdaptiveAgglom,1610,1350,734,474,0.5057,1.78,2.316,0.001,0.028,0.1285,0.5725,0.0,0.4749,0.0
50,0.3,AdaptiveAgglom,881,1146,211,476,0.4784,3.07,1.056,0.003,0.1078,0.008,0.3283,0.0,0.3124,0.0
50,0.25,AdaptiveAgglom,774,853,235,314,0.406,3.06,1.0473,0.0029,0.0827,-0.0036,0.3285,0.0,0.2811,0.0
50,0.2,AdaptiveAgglom,665,555,265,155,0.3201,3.11,1.0109,0.0025,0.0586,-0.0224,0.3327,0.0,0.2444,0.0
50,0.15,AdaptiveAgglom,592,366,298,72,0.2434,3.12,0.9985,0.0021,0.0405,0.0213,0.3293,0.0,0.2556,0.0
50,0.1,AdaptiveAgglom,527,234,328,35,0.165,3.15,0.9749,0.0017,0.038,0.0175,0.3209,0.0002,0.2354,0.0
5,0.85,AdaptiveAgglom,15000,136187,730,121917,0.944,1.69,2.6746,0.0012,0.0143,0.1155,0.6014,0.0,0.571,0.0
5,0.85,AdaptiveDBSCAN,1042,9104,57,8119,0.9334,10.08,1.464,0.0168,0.0537,0.1087,0.0974,0.0,0.3452,0.0
5,0.8,AdaptiveAgglom,10797,72095,711,62009,0.9226,1.7,2.5968,0.0012,0.0184,0.0607,0.6011,0.0,0.5139,0.0
11,0.65,HDBSCAN,714,2697,61,2044,0.8201,9.05,2.0152,0.0106,0.3081,0.0129,0.1263,0.0,0.3738,0.0
5,0.8,AdaptiveDBSCAN,766,4862,60,4156,0.9055,9.99,1.4144,0.0166,0.0496,0.0866,0.1045,0.0,0.3243,0.0
5,0.2,AdaptiveAgglom,1161,570,721,130,0.336,1.84,2.2458,0.0008,0.0181,0.1171,0.5568,0.0,0.4278,0.0
